Time, Frame ID, Hand Type, # hands, Position X, Position Y, Position Z, Velocity X, Velocity Y, Velocity Z, Pitch, Roll, Yaw, Wrist Pos X, Wrist Pos Y, Wrist Pos Z, Elbow pos X, Elbow Pos Y, Elbow Pos Z, Grab Strenth, Grab Angle, Pinch Strength, Position X, Position Y, Position Z, Velocity X, Velocity Y, Velocity Z, Pitch, Roll, Yaw, Wrist Pos X, Wrist Pos Y, Wrist Pos Z, Elbow pos X, Elbow Pos Y, Elbow Pos Z, Grab Strenth, Grab Angle, Pinch Strength,name,status
519.5541,149706,left,1,-41.87076,201.093,-12.69633,-85.36522,129.3783,-52.63156,0.8197559,1.307274,0.3813337,-68.9955,147.7293,26.17092,-227.1232,-16.32239,136.1015,0,0,0,12.21313,256.8941,12.84168,-8.033607,186.337,-161.3728,0.2890959,-0.05315577,-0.2857407,44.28273,236.9511,78.20072,208.9582,83.64241,226.2175,0,0.03806916,0,evyatar,alone
519.5707,149708,left,1,-43.84507,203.3526,-12.55858,-113.485,140.3717,11.78042,0.832557,1.302149,0.401127,-71.42905,149.5361,25.38964,-226.9387,-19.00535,132.2192,0,0,0,12.00015,259.1316,9.104301,-22.73159,90.15656,-235.1387,0.2984484,-0.04813673,-0.2830434,43.71107,238.6862,74.52112,205.7359,85.65707,225.7345,0,0.06056555,0,evyatar,alone
519.5873,149710,left,1,-45.69902,207.5144,-12.40725,-95.9669,256.0263,-3.809051,0.8509198,1.276178,0.4392058,-74.6273,153.4321,24.17234,-230.5939,-17.47272,126.4856,0,0,0,11.54926,259.5954,4.545382,-32.26306,-6.492695,-277.1418,0.2865669,-0.04358016,-0.2832973,43.19373,239.9888,70.2653,202.7578,88.83396,225.9206,0,0.04651137,0,evyatar,alone
519.6038,149712,left,1,-47.13198,211.9008,-11.98848,-71.68078,242.5517,28.8564,0.8802752,1.255165,0.4730363,-77.1507,157.1452,22.65827,-237.577,-14.61099,116.2813,0,0,0,11.08782,259.1501,-0.5018836,-21.1744,-39.29118,-294.8969,0.2689531,-0.03659767,-0.285642,42.78767,240.7447,65.53775,199.4641,91.24685,225.6653,0,0.05319695,0,evyatar,alone
519.6208,149714,left,1,-48.2576,216.3935,-11.51739,-54.68171,279.0437,9.061907,0.9129465,1.229456,0.5107617,-79.37788,160.8942,20.91964,-243.1855,-13.55076,103.0053,0,0,0,10.47435,256.6753,-5.929904,-38.08165,-182.7929,-321.1002,0.2475235,-0.02928579,-0.2873041,42.25002,239.7549,60.47007,197.168,93.34808,225.1027,0,0.03135938,0,evyatar,alone
519.637,149715,left,1,-48.62779,218.7859,-11.28172,-42.94093,277.5121,27.3375,0.9292611,1.218732,0.5318009,-80.17302,162.871,20.04363,-242.4141,-15.19986,97.31349,0,0,0,9.696098,253.1186,-11.59833,-45.17703,-213.098,-329.4498,0.227429,-0.03020022,-0.2858812,41.4173,237.5423,55.16599,195.2288,94.68456,223.9138,0,0.04588808,0,evyatar,alone
519.6536,149717,left,1,-49.22982,225.0865,-11.03423,-19.35913,357.8416,16.75892,0.954868,1.185355,0.587097,-82.13862,168.8372,18.31242,-237.9952,-17.83793,88.04887,0,0,0,9.321185,251.2927,-14.45418,-43.79315,-213.2792,-333.5883,0.2231598,-0.03203184,-0.2842771,40.93888,236.0081,52.43843,194.1033,94.42928,222.8541,0,0.04696618,0,evyatar,alone
519.6701,149719,left,1,-49.78403,230.7004,-10.06331,-43.35786,307.8494,71.81734,0.9990497,1.170867,0.6325516,-83.09737,173.3675,16.64104,-234.4365,-19.60345,78.77582,0,0,0,8.665503,247.3787,-20.02077,-38.85567,-218.8979,-324.4945,0.2148103,-0.03192077,-0.2775884,39.85662,232.6061,47.19037,191.5744,92.08669,219.7874,0,0.05650058,0,evyatar,alone
519.6866,149721,left,1,-50.72051,235.6501,-9.136518,-56.32239,275.4635,48.83097,1.039605,1.162958,0.6794085,-84.40754,177.4542,15.1348,-232.2258,-19.83717,71.94934,0,0,0,8.22245,243.7309,-25.39877,-18.3319,-201.0063,-304.516,0.2049535,-0.02541892,-0.274024,39.14612,229.5837,42.0567,189.261,89.12586,216.1238,0,0.02862816,0,evyatar,alone
519.7032,149723,left,1,-52.09262,239.6579,-8.162568,-81.45777,213.6575,59.58202,1.069952,1.151204,0.7140207,-86.01313,180.8728,14.30898,-230.3524,-20.403,65.84786,0,0,0,7.932974,240.3065,-30.26462,-17.65045,-213.1217,-278.1337,0.1923831,-0.01366315,-0.2703551,38.60492,227.0797,37.48775,188.1204,88.76532,213.7926,0,0.03555631,0,evyatar,alone
